Date,High,Low,Open,Close,Volume,Adj Close,MA,MACD,SIGNAL LINE,%K,%D,RSI-7,RSI-14,%R,MA_n,MACD_n,SIGNAL LINE_n,%K_n,%D_n,%R_n,RSI-7_n,RSI-14_n,Trend,Trading Signal
2004-11-05,59.75,59.0,59.150001525878906,59.18000030517578,6466200.0,37.27288055419922,57.95333353678385,0.4858857564863115,0.32132298995131947,78.08219893919996,81.31842682965892,69.56636246635568,65.98974651190318,-21.91780106080004,0.4034510694276819,0.7837651331017067,0.7431714168830548,0.7808219893919995,0.8231096663569828,0.7808219893919995,0.7246721045914544,0.7632380686095301,Up,0.5
2004-11-08,60.2599983215332,59.25,59.29999923706055,59.84000015258789,6775000.0,37.68855285644531,58.121333567301434,0.5541557261306096,0.36797978455302455,89.31301414739498,82.42981029725023,76.05961133016326,70.02375095802479,-10.686985852605014,0.41098718108209575,0.8001323083635119,0.7563330281484762,0.8931301414739498,0.8345284084347732,0.8931301414739498,0.8003242092633847,0.8268084114784611,Up,0.5172386577393089
2004-11-09,60.22999954223633,59.529998779296875,59.84000015258789,59.83000183105469,5096600.0,37.6822624206543,58.33600031534831,0.6002569854987954,0.41450722246507454,87.92143861333516,85.10555056664339,75.7738800650556,69.88851248829627,-12.078561386664838,0.42061665898627904,0.8111847139204559,0.7694581486416885,0.8792143861333516,0.8620198989007745,0.8792143861333517,0.7969951867618056,0.8246772398338743,Up,0.5
2004-11-10,60.63999938964844,59.880001068115234,59.970001220703125,60.119998931884766,6436700.0,37.86491012573242,58.510666910807295,0.6503421879841156,0.4617326778509784,86.8020142383141,88.01215566634811,78.50619253038127,71.60167604285155,-13.197985761685903,0.4284518180729764,0.8231922377463977,0.7827801758175345,0.868020142383141,0.8918833753005543,0.868020142383141,0.8288290488174219,0.8516743331708291,Up,0.5
2004-11-11,60.849998474121094,59.869998931884766,60.0,60.599998474121094,5627500.0,38.167205810546875,58.69866689046224,0.717031128300313,0.5128429851374935,93.97590029203133,89.56645104789355,82.35017109293285,74.21648842305545,-6.024099707968677,0.436885083432169,0.8391803739630429,0.7971980971922009,0.9397590029203132,0.9078527491414604,0.9397590029203132,0.8736148062510717,0.8928801676629798,Up,0.5
2004-11-12,61.0,60.439998626708984,60.599998474121094,61.0,6120300.0,38.60068130493164,58.94600016276042,0.7902876767430485,0.5683759211834238,100.0,93.59263817678182,84.9644634220381,76.18443883437978,-0.0,0.4479799097256413,0.8567430413215352,0.8128636164998075,1.0,0.9492192025055127,1.0,0.9040736291104376,0.9238923502393322,Up,0.5
2004-11-15,61.4900016784668,60.52000045776367,61.0,61.15999984741211,5326500.0,38.701942443847656,59.21800003051758,0.8502647015809899,0.6247894335743587,92.8104178630881,95.59543938503982,85.93656106613297,76.94253829056476,-7.18958213691189,0.46018122520807647,0.8711220498712515,0.8287775412892183,0.928104178630881,0.9697966819238002,0.928104178630881,0.9153994283004718,0.9358389514397257,Up,1.0
2004-11-16,61.38999938964844,61.0099983215332,61.099998474121094,61.029998779296875,3953700.0,38.61967468261719,59.47133331298828,0.8776670733228471,0.6753906193734766,88.49992752075195,93.77011512794671,80.97394799375766,74.857506140571,-11.500072479248047,0.47154519875377504,0.8776915477518702,0.8430518424439106,0.8849992752075195,0.9510426627145229,0.8849992752075195,0.8575805873054454,0.9029817222427475,Up,0.7954517868599469
2004-11-17,61.439998626708984,60.75,60.900001525878906,60.900001525878906,6264900.0,38.537418365478516,59.68000005086263,0.8792520491442275,0.7161794512435317,83.9673884874934,88.4259112904445,75.86305467055851,72.73493981522617,-16.03261151250661,0.48090552940573206,0.8780715329370024,0.8545581354421159,0.839673884874934,0.8961344451540868,0.839673884874934,0.798034149957439,0.8695330062419645,Up,0.8103464151588695
2004-11-18,61.36000061035156,60.849998474121094,60.900001525878906,61.119998931884766,4666700.0,38.676631927490234,59.887333424886066,0.8869120127942054,0.7503370483276686,89.94557837232686,87.47096479352409,78.5376547420865,74.07467273636811,-10.054421627673138,0.49020604828964637,0.8799079475159374,0.8641937955516484,0.8994557837232686,0.88632299117407,0.8994557837232686,0.8291956114708883,0.8906453481561311,Up,1.0
2004-11-19,61.099998474121094,60.38999938964844,61.02000045776367,60.540000915527344,5213900.0,38.309608459472656,60.031333414713544,0.838894058562154,0.7680530497114822,74.18476401745639,82.69924362575891,58.57409889436925,65.00572303155258,-25.815235982543616,0.4966655709351543,0.8683960298056449,0.8691913768339018,0.7418476401745638,0.837296660595361,0.7418476401745638,0.5966024907861813,0.7477312165788864,Up,0.5
2004-11-22,61.06999969482422,60.54999923706055,60.54999923706055,60.869998931884766,4752300.0,38.51841735839844,60.19333343505859,0.8167040037502957,0.7777852618206195,76.77894060077865,80.30309433018732,64.55476363913306,67.44768363959075,-23.221059399221346,0.5039325353373413,0.8630761429202831,0.8719367774476082,0.7677894060077866,0.8126777854871048,0.7677894060077866,0.6662825361330469,0.786213145688969,Up,1.0
2004-11-23,60.88999938964844,60.279998779296875,60.84000015258789,60.56999969482422,5376000.0,38.328582763671875,60.36200002034505,0.7671193680617563,0.7756517285748319,65.54302246669286,72.16890902830933,55.98267332700402,63.13446346868428,-34.45697753330714,0.511498547171812,0.851188625951468,0.8713349200880827,0.6554302246669286,0.7291043235060649,0.6554302246669286,0.5664100859694544,0.7182427483342192,Up,1.0
