Date,High,Low,Open,Close,Volume,Adj Close,MA,MACD,SIGNAL LINE,%K,%D,RSI-7,RSI-14,%R,MA_n,MACD_n,SIGNAL LINE_n,%K_n,%D_n,%R_n,RSI-7_n,RSI-14_n,Trend,Trading Signal
2004-11-05,54.72999954223633,53.369998931884766,54.5,54.060001373291016,12874900.0,5.25607967376709,48.67133331298828,1.0445311104968198,0.42771464217672983,91.1928948797562,89.97862768734042,89.57044919612493,83.72688511861375,-8.8071051202438,0.4602496722357294,0.9283178787201235,0.8917769028014036,0.9119289487975619,0.918897037464336,0.9119289487975619,0.971782943071634,0.9677213202328607,Up,0.6538470003081122
2004-11-08,54.95000076293945,54.13999938964844,54.349998474121094,54.41999816894531,11214200.0,5.29108190536499,49.13933308919271,1.279591862604505,0.5984202789853115,94.1565312918744,92.8125024764613,90.21356060904458,84.41840656440769,-5.8434687081256,0.4666417728172182,0.9424553746667899,0.9034311639245444,0.941565312918744,0.9481238843460875,0.941565312918744,0.9791971512882702,0.9766619119382565,Up,1.0
2004-11-09,54.77000045776367,53.900001525878906,54.150001525878906,53.900001525878906,7541100.0,5.240523815155029,49.57266642252604,1.410628385341667,0.7611136560635973,88.42338178181276,91.25760265114779,81.72163193032307,79.18409569224642,-11.576618218187232,0.47256038729700084,0.9503364364452921,0.9145384192848466,0.8842338178181276,0.9320876009910992,0.8842338178181276,0.8812966536139559,0.9089881808461154,Up,0.5
2004-11-10,54.95000076293945,53.75,54.119998931884766,54.0099983215332,11346200.0,5.251219272613525,50.01266632080078,1.5045404356150485,0.9099833036712954,89.6361359092144,90.73868299430053,82.13660956211295,79.47402382572022,-10.363864090785592,0.47857005599476626,0.9559846836247057,0.9247019134667962,0.896361359092144,0.9267357818448092,0.896361359092144,0.8860807866669969,0.9127366243413432,Up,0.5
2004-11-11,54.7599983215332,54.02000045776367,54.29999923706055,54.54999923706055,5527200.0,5.303720474243164,50.494666290283206,1.5999509527995812,1.0481136311473704,95.58983969859264,91.21645246320662,84.19213032623729,80.88182298345384,-4.410160301407358,0.48515337599161273,0.9617230546112314,0.9341322224801784,0.9558983969859264,0.9316632031854062,0.9558983969859264,0.9097781719608589,0.9309378783285505,Up,0.7840893327784714
2004-11-12,54.86000061035156,54.34000015258789,54.58000183105469,54.7400016784668,5464400.0,5.322193622589111,51.023999786376955,1.6699771036887938,1.1725849419880916,97.68468476804368,94.30355345861692,84.90514489082328,81.36609581727309,-2.3153152319563133,0.4923831934407228,0.9659347080475454,0.9426300154411924,0.9768468476804368,0.9635016698839821,0.9768468476804368,0.9179982693454394,0.9371989794231403,Up,1.0
2004-11-15,54.790000915527344,54.029998779296875,54.540000915527344,54.29999923706055,5881100.0,5.279415130615234,51.5673329671224,1.6728359304661709,1.2726985942493976,92.0049023310941,95.09314226591016,75.68235364613142,76.53145528552807,-7.995097668905904,0.4998042233581989,0.9661066493504427,0.9494648843257676,0.920049023310941,0.9716450046773529,0.920049023310941,0.8116719108747062,0.8746925346850989,Up,0.5
2004-11-16,54.70000076293945,53.970001220703125,54.04999923706055,54.38999938964844,4877500.0,5.2881646156311035,52.05999959309896,1.6624714708604955,1.350692717290372,92.04543607294308,93.91167439069363,76.29678114822143,76.83465743835313,-7.954563927056929,0.5065332321879153,0.9654832892005631,0.9547896286809239,0.9204543607294308,0.9594600694723033,0.9204543607294308,0.8187554322413099,0.8786125962668386,Up,0.5
2004-11-17,57.5,54.650001525878906,54.7400016784668,57.41999816894531,20187400.0,5.582762241363525,52.68599955240885,1.8619838923968146,1.4529924500132891,99.15964467218649,94.40332769207457,88.10329660226118,84.22424459817888,-0.8403553278135094,0.5150833531652572,0.9774827660400107,0.9617737436771807,0.9915964467218649,0.9645306801476697,0.9915964467218649,0.9548686501544865,0.9741516168847523,Up,0.5
2004-11-18,59.61000061035156,57.900001525878906,58.29999923706055,58.70000076293945,23963700.0,5.70721435546875,53.35333302815755,2.092864299385191,1.5810083634267358,91.88224869105849,94.36244314539603,90.44815605931473,86.22352069223251,-8.117751308941502,0.5241980214092802,0.9913688392729745,0.9705135305449725,0.9188224869105849,0.9641090220030718,0.9188224869105849,0.9819017207921482,1.0,Up,1.0
2004-11-19,58.689998626708984,57.13999938964844,58.29999923706055,58.04999923706055,9782100.0,5.644012451171875,53.99266637166341,2.2003268139345167,1.7049042187313062,85.89510687531839,92.31233341285447,80.99067426095397,80.63502953480779,-14.104893124681606,0.5329302542960838,0.9978320656952385,0.9789720365251435,0.8589510687531839,0.9429654473208721,0.8589510687531839,0.8728696964034691,0.9277471176177562,Up,1.0
2004-11-22,58.15999984741211,57.369998931884766,58.0,57.75,7844400.0,5.614846229553223,54.60599975585937,2.2363725373157806,1.8112199633644759,82.20095239659707,86.659435987658,76.67374401764246,78.1184374781698,-17.79904760340293,0.5413073708698598,1.0,0.9862303290608814,0.8220095239659707,0.8846649295567413,0.8220095239659707,0.8231013062962264,0.8952104230520365,Up,1.0
2004-11-23,57.810001373291016,56.5,57.61000061035156,57.189998626708984,8433100.0,5.560399532318115,55.18066635131836,2.196264377923626,1.8882416436980287,75.1539880224793,81.0833490981316,68.69917420259381,73.50664957950791,-24.846011977520707,0.5491563632535463,0.9975877345079919,0.9914886836854381,0.751539880224793,0.8271565885583423,0.751539880224793,0.7311652593546066,0.8355852113039295,Up,0.5
2004-11-24,57.790000915527344,56.77000045776367,56.79999923706055,57.36000061035156,5223200.0,5.576929569244385,55.67133305867513,2.15264728828938,1.9411298026584525,63.94231739128574,73.76575260345406,69.8112080712975,74.00829871123122,-36.05768260871426,0.5558580565125674,0.9949644278845746,0.9950994163265523,0.6394231739128574,0.7516873853622731,0.6394231739128574,0.7439855117725974,0.8420709683160712,Up,0.5
2004-11-26,58.189998626708984,57.189998626708984,57.189998626708984,58.189998626708984,2234900.0,5.657626152038574,55.935332997639975,2.157417818550975,1.9843920062635325,75.76788676209051,71.62139739195187,74.89212439325358,76.36165654852594,-24.232113237909495,0.5594638577312266,0.9952513466986771,0.9980529744339595,0.7576788676209051,0.7295718206001114,0.7576788676209051,0.8025616321547031,0.8724972286843068,Up,1.0
2004-11-29,58.43000030517578,56.95000076293945,58.189998626708984,57.88999938964844,5832600.0,5.628458499908447,56.19066619873047,2.1133556849200303,2.010186936384801,70.64844638983858,70.11955018107163,69.92912429737498,73.76201301667206,-29.351553610161414,0.5629512856877115,0.9926012733451995,0.9998140226155349,0.7064844638983858,0.7140826893792507,0.7064844638983858,0.7453449270071822,0.8388867722924682,Up,1.0
2004-11-30,58.06999969482422,57.220001220703125,58.0,57.4900016784668,5481000.0,5.589567184448242,56.39533309936523,2.0238065159087313,2.0129110376823145,63.82254759257475,70.07962691483463,63.394183030913126,70.32432793530367,-36.17745240742525,0.5657466960299325,0.9872154273348686,1.0,0.6382254759257475,0.7136709452916828,0.6382254759257475,0.670005857819975,0.7944413846458742,Up,0.7197810950278976
2004-12-01,57.95000076293945,56.5,57.70000076293945,57.09000015258789,8812200.0,5.550678253173828,56.60799967447917,1.8995962450379906,1.9902468451974396,55.31913598450313,63.26337665563884,57.1619774023043,66.96339668322952,-44.68086401549687,0.5686513686549365,0.9797449237087892,0.9984526907119063,0.5531913598450313,0.6433723197497213,0.5531913598450313,0.5981569227037036,0.7509883373724087,Up,0.5
2004-12-02,58.18000030517578,57.400001525878906,57.75,58.0,4611100.0,5.639152526855469,56.873999786376956,1.851071728825275,1.9624106094839444,71.45388679817003,63.53185679174933,66.02656095123035,70.42618358446265,-28.54611320182997,0.5722844889177875,0.9768264647779807,0.9965522803578292,0.7145388679817003,0.6461412592452194,0.7145388679817003,0.7003536290055347,0.7957582632149444,Up,0.5714277929155314
2004-12-03,58.79999923706055,57.779998779296875,57.849998474121094,58.29999923706055,5155600.0,5.668320655822754,57.123999786376956,1.8151738798611703,1.932962237433387,76.77302278267315,67.84868185511546,68.53114432369514,71.48722745560025,-23.226977217326844,0.5756990741945851,0.9746674242334683,0.9945418076871848,0.7677302278267315,0.6906623459307212,0.7677302278267315,0.7292281012141298,0.8094763627634876,Up,1.0
2004-12-06,58.599998474121094,57.93000030517578,58.0099983215332,57.95000076293945,4334100.0,5.634289741516113,57.337999725341795,1.7390659063676708,1.8941818901819405,70.56737540683345,72.93142832922557,62.281597644268565,68.40377862731486,-29.43262459316655,0.5786219583578848,0.970089985604835,0.991894230830533,0.7056737540683344,0.7430826763941083,0.7056737540683344,0.6571792471431093,0.7696108500077269,Up,0.8620710066955184
2004-12-07,58.45000076293945,57.540000915527344,58.0,57.7400016784668,6020400.0,5.613873481750488,57.56733322143555,1.6432023969522334,1.843984872105089,62.29840167231437,69.87959995394034,58.54441726463137,66.54902627408161,-37.70159832768563,0.5817542734748379,0.9643243698495808,0.9884672253302598,0.6229840167231437,0.7116079898708143,0.6229840167231437,0.6140945919478836,0.7456309957230317,Up,0.5
2004-12-08,58.08000183105469,57.5,58.060001373291016,58.029998779296875,4387400.0,5.642070770263672,57.80999984741211,1.5719719843512436,1.789581323962588,49.19609257323972,60.6872898841292,62.19879168505055,67.84562861030399,-50.80390742676028,0.5850686970277567,0.9600402872862589,0.9847530354070001,0.4919609257323972,0.6168041404095275,0.4919609257323972,0.6562246059862474,0.7623946003269602,Up,0.5
2004-12-09,58.86000061035156,57.540000915527344,57.900001525878906,58.849998474121094,5993300.0,5.721797943115234,57.90533320109049,1.5623310552887446,1.7441306215337173,99.57618077781011,70.35689167445476,70.71493611010044,71.2402256474098,-0.42381922218989426,0.5863707924911884,0.9594604431637457,0.981650066083672,0.9957618077781011,0.7165304840074483,0.9957618077781011,0.7544042785932297,0.8062829081989804,Up,0.5
2004-12-10,60.119998931884766,58.459999084472656,59.5,59.13999938964844,8289700.0,5.749992847442627,57.93466644287109,1.5596330352613847,1.7072306829564337,72.92818145318932,73.90015160141309,73.20559326103307,72.35191543207421,-27.07181854681067,0.5867714359132077,0.9592981734234389,0.9791308667903895,0.7292818145318932,0.7530734942155961,0.7292818145318932,0.7831182002284153,0.8206558022403684,Up,0.5
2004-12-13,59.9900016784668,59.20000076293945,59.400001525878906,59.849998474121094,6734100.0,5.8190226554870605,58.054666392008464,1.5953747678083303,1.6848592955779425,92.54142161795902,88.34859461631953,78.44246640997076,74.90907546493744,-7.45857838204099,0.5884104361513713,0.9614478245007817,0.9776035476281745,0.9254142161795902,0.9020858758838001,0.9254142161795901,0.8434922927267334,0.8537169949455894,Up,0.5
2004-12-14,60.790000915527344,59.779998779296875,59.97999954223633,60.77000045776367,9848600.0,5.908472061157227,58.25599975585938,1.677381028540971,1.6833636312409685,99.5337889628116,88.33446401132001,83.35922794141726,77.77725434132059,-0.4662110371883998,0.5911603159111053,0.9663800097691154,0.9775014369828464,0.995337889628116,0.9019401414885286,0.995337889628116,0.9001759295171222,0.8907993102197616,Up,0.5
2004-12-15,60.9900016784668,59.279998779296875,60.54999923706055,60.79999923706055,10908800.0,5.9113874435424805,58.496666463216144,1.7248144411287427,1.6916538416831481,95.76832137240692,95.94784398439255,83.50236868736562,77.86610220127062,-4.23167862759308,0.5944474238933284,0.9692328453538879,0.9780674187457526,0.9576832137240692,0.9804598741103824,0.9576832137240692,0.9018261494843401,0.8919480127575397,Up,0.9414889515654485
