Date,High,Low,Open,Close,Volume,Adj Close,MA,Trend,Ntrend,S1,S2,Trading Signal
2005-01-03,22.464235305786133,22.22913360595703,22.310699462890625,22.39226531982422,7165902.0,15.129305839538574,22.09638926188151,,,22.166759490966797,21.912466049194336,
2005-01-04,22.42105484008789,22.046810150146484,22.397064208984375,22.166759490966797,7886828.0,14.976941108703613,22.17027842203776,,,21.912466049194336,22.406660079956055,
2005-01-05,22.277114868164062,21.912466049194336,22.262720108032227,21.912466049194336,6601292.0,14.805126190185547,22.208022689819337,,,22.406660079956055,22.79050064086914,
2005-01-06,22.502620697021484,22.01322364807129,22.018022537231445,22.406660079956055,11950188.0,15.139028549194336,22.283191299438478,,,22.79050064086914,23.011207580566406,
2005-01-07,22.814489364624023,22.310699462890625,22.454639434814453,22.79050064086914,13965402.0,15.398366928100586,22.325093841552736,,,23.011207580566406,22.5889835357666,
2005-01-10,23.107168197631836,22.74251937866211,22.785701751708984,23.011207580566406,12901417.0,15.547483444213867,22.356120936075847,Up,,22.5889835357666,22.517013549804688,1.0
2005-01-11,23.035198211669922,22.5889835357666,23.030399322509766,22.5889835357666,9620884.0,15.262213706970215,22.377232106526694,Up,,22.517013549804688,22.085193634033203,1.0
2005-01-12,22.77130889892578,22.296306610107422,22.526609420776367,22.517013549804688,9152772.0,15.298072814941406,22.40378100077311,Up,,22.085193634033203,22.190750122070312,1.0
2005-01-13,22.531408309936523,21.989234924316406,22.521812438964844,22.085193634033203,7997916.0,15.004697799682617,22.388747278849284,Down,,22.190750122070312,22.08999252319336,0.0
2005-01-14,22.291507720947266,21.854890823364258,21.950849533081055,22.190750122070312,9098374.0,15.076407432556152,22.38330955505371,Down,,22.08999252319336,22.094789505004883,0.5
2005-01-18,22.25792121887207,21.830900192260742,22.094789505004883,22.08999252319336,10155690.0,15.007955551147461,22.384269205729165,Down,,22.094789505004883,21.950849533081055,0.48333686693345346
2005-01-19,22.3059024810791,22.02281951904297,22.094789505004883,22.094789505004883,8540017.0,15.011213302612305,22.3743532816569,Down,,21.950849533081055,22.06120491027832,0.5
2005-01-20,22.23872947692871,21.830900192260742,22.094789505004883,21.950849533081055,9509796.0,14.913420677185059,22.339487838745118,Down,,22.06120491027832,22.037214279174805,0.0
2005-01-21,22.157163619995117,21.854890823364258,21.87887954711914,22.06120491027832,9754273.0,14.98839282989502,22.30942039489746,Down,,22.037214279174805,22.027618408203125,0.5
2005-01-24,22.233932495117188,21.998830795288086,22.066001892089844,22.037214279174805,8083576.0,14.97209358215332,22.28639005025228,Down,,22.027618408203125,22.018022537231445,0.5
2005-01-25,22.190750122070312,21.97484016418457,22.042011260986328,22.027618408203125,5464152.0,14.965571403503418,22.262080256144205,Down,,22.018022537231445,21.811708450317383,0.5
2005-01-26,22.224336624145508,22.008426666259766,22.056406021118164,22.018022537231445,6843476.0,14.95905590057373,22.252164459228517,Down,,21.811708450317383,21.72054672241211,0.5
2005-01-27,22.094789505004883,21.77332305908203,21.970041275024414,21.811708450317383,8253856.0,14.818887710571289,22.24544728597005,Down,,21.72054672241211,21.600595474243164,0.5
