Date,High,Low,Open,Close,Volume,Adj Close,MA,Trend,Ntrend,S1,S2,Trading Signal
2005-01-03,54.11655807495117,53.16373825073242,53.885292053222656,53.700279235839844,892906.0,36.40699768066406,53.759481557210286,,,52.6734504699707,52.719703674316406,
2005-01-04,53.8945426940918,52.61794662475586,53.61701965332031,52.6734504699707,1456972.0,35.710838317871094,53.70397745768229,,,52.719703674316406,53.04347610473633,
2005-01-05,54.44033432006836,52.65494918823242,53.228492736816406,52.719703674316406,1357628.0,35.74220275878906,53.65525716145833,,,53.04347610473633,53.33024978637695,
2005-01-06,53.32099914550781,52.77520751953125,52.77520751953125,53.04347610473633,787509.0,35.961700439453125,53.62565485636393,,,53.33024978637695,53.367252349853516,
2005-01-07,53.83903884887695,52.96022033691406,53.135986328125,53.33024978637695,1070082.0,36.156124114990234,53.66512451171875,,,53.367252349853516,52.405181884765625,
2005-01-10,53.77428436279297,52.9232177734375,53.14523696899414,53.367252349853516,970306.0,36.181217193603516,53.695343526204425,,,52.405181884765625,53.080482482910156,
2005-01-11,53.42275619506836,52.405181884765625,53.376502990722656,52.405181884765625,667301.0,35.52895736694336,53.60715357462565,Down,,53.080482482910156,52.5809440612793,0.0
2005-01-12,53.10823440551758,52.09990692138672,52.710453033447266,53.080482482910156,1379464.0,35.98680114746094,53.531914774576826,Down,,52.5809440612793,53.367252349853516,0.3176479434908745
2005-01-13,53.25624465942383,52.3311767578125,52.849212646484375,52.5809440612793,603522.0,35.64812469482422,53.40672200520833,Down,,53.367252349853516,53.6817741394043,0.0
2005-01-14,53.39500427246094,52.61794662475586,52.61794662475586,53.367252349853516,686759.0,36.181217193603516,53.34505081176758,,Down,53.6817741394043,52.90471649169922,0.29762004113872786
2005-01-18,53.6817741394043,52.710453033447266,52.96022033691406,53.6817741394043,745025.0,36.39445495605469,53.33703333536784,Up,,52.90471649169922,53.071231842041016,1.0
2005-01-19,53.654022216796875,52.858463287353516,53.41350555419922,52.90471649169922,666328.0,35.86763000488281,53.24144287109375,Down,,53.071231842041016,52.51618957519531,0.34999759451825074
2005-01-20,53.376502990722656,52.395931243896484,52.8769645690918,53.071231842041016,834748.0,35.98052215576172,53.16250381469727,Down,,52.51618957519531,51.79463577270508,0.5
2005-01-21,53.219242095947266,52.414432525634766,52.978721618652344,52.51618957519531,709028.0,35.60421371459961,53.07123031616211,Down,,51.79463577270508,52.63644790649414,0.4285717522521706
2005-01-24,52.81221008300781,51.79463577270508,52.59019470214844,51.79463577270508,577578.0,35.115028381347656,52.94912134806315,Down,,52.63644790649414,53.59851837158203,0.0
2005-01-25,52.94172286987305,52.08140563964844,52.210914611816406,52.63644790649414,803940.0,35.685760498046875,52.8781992594401,Down,,53.59851837158203,53.376502990722656,0.0
2005-01-26,53.93154525756836,53.27474594116211,53.515262603759766,53.59851837158203,1604204.0,36.33800506591797,52.93987045288086,Up,,53.376502990722656,53.81128692626953,0.7553169088229101
2005-01-27,53.66327667236328,53.15448760986328,53.56151580810547,53.376502990722656,1003925.0,36.18748092651367,52.98365707397461,Up,,53.81128692626953,54.4958381652832,0.5
2005-01-28,53.91304397583008,53.219242095947266,53.79278564453125,53.81128692626953,1164129.0,36.48225021362305,53.034844462076826,Up,,54.4958381652832,54.91211700439453,0.5
2005-01-31,54.56984329223633,53.8945426940918,54.162811279296875,54.4958381652832,1078514.0,36.94636154174805,53.11255035400391,Up,,54.91211700439453,54.986122131347656,0.5
2005-02-01,55.22664260864258,54.375579833984375,54.4958381652832,54.91211700439453,1252663.0,37.22858428955078,53.21554133097331,Up,,54.986122131347656,54.4495849609375,0.9310344827586207
2005-02-02,55.27289581298828,54.84736251831055,55.041629791259766,54.986122131347656,1164345.0,37.27873992919922,53.387604014078775,Up,,54.4495849609375,54.57909393310547,1.0
