Date,High,Low,Open,Close,Volume,Adj Close,MA,Trend,Ntrend,S1,S2,Trading Signal
2005-01-03,17.2961368560791,16.809728622436523,17.23891258239746,17.081544876098633,3378826.0,14.769229888916016,17.135908762613933,,,16.630901336669922,16.623748779296875,
2005-01-04,17.160228729248047,16.48784065246582,17.010013580322266,16.630901336669922,3746920.0,14.379592895507812,17.10777333577474,,,16.623748779296875,16.258941650390625,
2005-01-05,16.917024612426758,16.53791046142578,16.57367706298828,16.623748779296875,3898603.0,14.373405456542969,17.061993662516276,,,16.258941650390625,16.2446346282959,
2005-01-06,16.766809463500977,16.230329513549805,16.738197326660156,16.258941650390625,3158641.0,14.057987213134766,16.992847315470378,,,16.2446346282959,16.165950775146484,
2005-01-07,16.416309356689453,16.187410354614258,16.223175048828125,16.2446346282959,2624326.0,14.045613288879395,16.946590677897134,,,16.165950775146484,15.886981010437012,
2005-01-10,16.251787185668945,15.929900169372559,16.216022491455078,16.165950775146484,3946135.0,13.977580070495605,16.888412221272787,Down,,15.886981010437012,15.865522384643555,0.5
2005-01-11,16.022890090942383,15.815450668334961,15.886981010437012,15.886981010437012,3071965.0,13.736376762390137,16.82355759938558,Down,,15.865522384643555,15.529328346252441,0.5
2005-01-12,16.022890090942383,15.622318267822266,15.886981010437012,15.865522384643555,3756845.0,13.717824935913086,16.74535058339437,Down,,15.529328346252441,15.77253246307373,0.5
2005-01-13,15.829756736755371,15.500715255737305,15.77253246307373,15.529328346252441,3330875.0,13.42713737487793,16.63614705403646,Down,,15.77253246307373,16.044349670410156,0.0
2005-01-14,15.836910247802734,15.550786972045898,15.557939529418945,15.77253246307373,2851640.0,13.637415885925293,16.544587643941245,Down,,16.044349670410156,15.779685020446777,0.0
2005-01-18,16.09442138671875,15.522174835205078,15.672389030456543,16.044349670410156,3523519.0,13.872440338134766,16.479256248474123,Down,,15.779685020446777,15.915594100952148,0.5
2005-01-19,16.09442138671875,15.751072883605957,15.9871244430542,15.779685020446777,3640811.0,13.64360237121582,16.38626619974772,Down,,15.915594100952148,15.593705177307129,0.28888823050144435
2005-01-20,16.137338638305664,15.77253246307373,15.779685020446777,15.915594100952148,5632961.0,13.761114120483398,16.284692509969076,Down,,15.593705177307129,15.33619499206543,0.5
2005-01-21,15.922746658325195,15.536480903625488,15.915594100952148,15.593705177307129,5165051.0,13.482800483703613,16.17548885345459,Down,,15.33619499206543,15.593705177307129,0.5
2005-01-24,15.636624336242676,15.32904052734375,15.608011245727539,15.33619499206543,4936757.0,13.260148048400879,16.048641014099122,Down,,15.593705177307129,15.736766815185547,0.0
2005-01-25,15.736766815185547,15.343347549438477,15.386265754699707,15.593705177307129,2952716.0,13.482800483703613,15.949451700846355,Down,,15.736766815185547,15.736766815185547,0.0
2005-01-26,15.786837577819824,15.608011245727539,15.672389030456543,15.736766815185547,2882396.0,13.606498718261719,15.889842732747395,Down,,15.736766815185547,15.457797050476074,0.5
2005-01-27,15.901288032531738,15.522174835205078,15.672389030456543,15.736766815185547,2677310.0,13.606498718261719,15.83071060180664,Down,,15.457797050476074,15.815450668334961,0.38999992000575956
2005-01-28,15.77253246307373,15.386265754699707,15.665236473083496,15.457797050476074,2934122.0,13.365286827087402,15.777300961812337,Down,,15.815450668334961,16.108726501464844,0.0
2005-01-31,15.915594100952148,15.665236473083496,15.69384765625,15.815450668334961,2656899.0,13.674527168273926,15.748688697814941,Up,,16.108726501464844,16.23748207092285,0.5
2005-02-01,16.130186080932617,15.74392032623291,15.74392032623291,16.108726501464844,2836542.0,13.928102493286133,15.744873746236165,Up,,16.23748207092285,15.808298110961914,0.8499995555871582
2005-02-02,16.287553787231445,15.9871244430542,16.11587905883789,16.23748207092285,2423992.0,14.039432525634766,15.768240483601888,Up,,15.808298110961914,16.05865478515625,1.0
2005-02-03,16.230329513549805,15.629470825195312,16.108726501464844,15.808298110961914,2773912.0,13.668342590332031,15.764425532023113,,Up,16.05865478515625,16.53791046142578,0.5
2005-02-04,16.080114364624023,15.751072883605957,15.77253246307373,16.05865478515625,3140467.0,13.884808540344238,15.799713961283366,Up,,16.53791046142578,16.988555908203125,0.5
2005-02-07,16.6022891998291,16.23748207092285,16.30901336669922,16.53791046142578,3863653.0,14.299188613891602,15.850739161173502,Up,,16.988555908203125,16.51645278930664,0.5227256199549124
2005-02-08,17.160228729248047,16.48784065246582,16.54506492614746,16.988555908203125,4378396.0,14.688831329345703,15.913686243693034,Up,,16.51645278930664,16.48068618774414,1.0
2005-02-09,17.017166137695312,16.4234619140625,17.017166137695312,16.51645278930664,2506894.0,14.280637741088867,15.962804094950359,Up,,16.48068618774414,16.96709632873535,0.5367658880318721
2005-02-10,16.67382049560547,16.444921493530273,16.51645278930664,16.48068618774414,1859620.0,14.249709129333496,16.00047690073649,Up,,16.96709632873535,17.18168830871582,0.5
2005-02-11,17.03862762451172,16.316165924072266,16.437768936157227,16.96709632873535,2784816.0,14.670279502868652,16.092036310831705,Up,,17.18168830871582,17.446352005004883,0.5
2005-02-14,17.188840866088867,16.75965690612793,16.838340759277344,17.18168830871582,3926842.0,14.855822563171387,16.215069198608397,Up,,17.446352005004883,17.1173095703125,0.5978274101082237
2005-02-15,17.54649543762207,16.67382049560547,16.773963928222656,17.446352005004883,9975569.0,15.084654808044434,16.338578987121583,Up,,17.1173095703125,16.952789306640625,1.0
2005-02-16,17.353361129760742,16.952789306640625,17.2961368560791,17.1173095703125,3941521.0,14.800155639648438,16.430615170796713,Up,,16.952789306640625,16.859800338745117,1.0
2005-02-17,17.281831741333008,16.917024612426758,17.00286102294922,16.952789306640625,3459351.0,14.657907485961914,16.511683336893718,Up,,16.859800338745117,16.795421600341797,1.0
2005-02-18,17.00286102294922,16.78826904296875,16.959943771362305,16.859800338745117,2814593.0,14.577506065368652,16.60515022277832,Up,,16.795421600341797,16.437768936157227,1.0
2005-02-22,17.167381286621094,16.70243263244629,16.752504348754883,16.795421600341797,2407775.0,14.521841049194336,16.670481618245443,Up,,16.437768936157227,16.587982177734375,1.0
2005-02-23,16.88125991821289,16.35908317565918,16.84549331665039,16.437768936157227,4493312.0,14.212604522705078,16.69241778055827,Down,,16.587982177734375,16.84549331665039,0.0
2005-02-24,16.623748779296875,16.30901336669922,16.380544662475586,16.587982177734375,5444930.0,14.342482566833496,16.7157844543457,,Down,16.84549331665039,17.167381286621094,0.0
2005-02-25,16.888412475585938,16.48068618774414,16.63805389404297,16.84549331665039,4985128.0,14.565135955810547,16.784930801391603,Up,,17.167381286621094,17.510730743408203,0.5
2005-02-28,17.21745491027832,16.84549331665039,16.84549331665039,17.167381286621094,3712808.0,14.843448638916016,16.858845901489257,Up,,17.510730743408203,17.410587310791016,0.5
2005-03-01,17.589412689208984,17.203147888183594,17.203147888183594,17.510730743408203,4375600.0,15.140320777893066,16.92370058695475,Up,,17.410587310791016,17.474964141845703,1.0
2005-03-02,17.582260131835938,17.23891258239746,17.381973266601562,17.410587310791016,2401345.0,15.053736686706543,16.951836013793944,Up,,17.474964141845703,17.246065139770508,0.8593772133756634
2005-03-03,17.63233184814453,17.2961368560791,17.410587310791016,17.474964141845703,2720508.0,15.109389305114746,17.015736770629882,Up,,17.246065139770508,17.7038631439209,0.75
2005-03-04,17.57510757446289,17.167381286621094,17.532188415527344,17.246065139770508,2358426.0,14.911478042602539,17.066762034098307,Up,,17.7038631439209,17.42489242553711,0.5
2005-03-07,17.796852111816406,17.203147888183594,17.288984298706055,17.7038631439209,3172621.0,15.307311058044434,17.115879821777344,Up,,17.42489242553711,17.174535751342773,1.0
2005-03-08,17.87553596496582,17.274677276611328,17.60371971130371,17.42489242553711,3214841.0,15.066099166870117,17.13209342956543,Up,,17.174535751342773,17.103004455566406,1.0
2005-03-09,17.539342880249023,17.131616592407227,17.317596435546875,17.174535751342773,3013109.0,14.849634170532227,17.113972345987957,,Up,17.103004455566406,16.69527816772461,1.0
2005-03-10,17.260372161865234,16.90271759033203,17.153076171875,17.103004455566406,2554845.0,14.787787437438965,17.11301867167155,Down,,16.69527816772461,16.93132972717285,0.5
2005-03-11,17.203147888183594,16.63805389404297,17.06723976135254,16.69527816772461,2290483.0,14.435251235961914,17.09585126241048,Down,,16.93132972717285,16.63805389404297,0.09756049973660422
2005-03-14,16.995708465576172,16.630901336669922,16.666667938232422,16.93132972717285,3095172.0,14.63935375213623,17.100619888305665,,Down,16.63805389404297,16.11587905883789,0.5
2005-03-15,17.08869743347168,16.616594314575195,16.945636749267578,16.63805389404297,2158792.0,14.385774612426758,17.090128707885743,Down,,16.11587905883789,16.20886993408203,0.5
2005-03-16,16.795421600341797,16.008583068847656,16.595136642456055,16.11587905883789,5131918.0,13.934286117553711,17.06866938273112,Down,,16.20886993408203,15.9871244430542,0.290320707733198
2005-03-17,16.287553787231445,16.072961807250977,16.09442138671875,16.20886993408203,2967674.0,14.014689445495605,17.043395233154296,Down,,15.9871244430542,16.15164566040039,0.5
2005-03-18,16.158798217773438,15.844062805175781,16.108726501464844,15.9871244430542,9052889.0,13.82296371459961,16.986170641581218,Down,,16.15164566040039,16.15164566040039,0.0
2005-03-21,16.33762550354004,15.894133567810059,15.915594100952148,16.15164566040039,3086225.0,13.965213775634766,16.918454933166505,Down,,16.15164566040039,16.11587905883789,0.5
2005-03-22,16.30901336669922,15.9871244430542,16.201717376708984,16.15164566040039,3907829.0,13.965213775634766,16.827849260965984,Down,,16.11587905883789,16.17310333251953,0.31251249916672225
2005-03-23,16.23748207092285,16.09442138671875,16.165950775146484,16.11587905883789,3152770.0,13.934286117553711,16.74153537750244,Down,,16.17310333251953,16.101573944091797,0.09999466695109595
2005-03-24,16.301860809326172,16.09442138671875,16.11587905883789,16.17310333251953,3457114.0,13.983766555786133,16.6547446568807,Down,,16.101573944091797,16.080114364624023,0.5
2005-03-28,16.27324676513672,16.05865478515625,16.23748207092285,16.101573944091797,2359964.0,13.921918869018555,16.57844524383545,Down,,16.080114364624023,15.929900169372559,0.5
2005-03-29,16.266094207763672,16.00143051147461,16.101573944091797,16.080114364624023,4043156.0,13.903367042541504,16.47019532521566,Down,,15.929900169372559,15.879828453063965,0.5
2005-03-30,15.979970932006836,15.565093040466309,15.915594100952148,15.929900169372559,5543070.0,13.773483276367188,16.370529174804688,Down,,15.879828453063965,15.786837577819824,0.5
2005-03-31,15.9871244430542,15.701001167297363,15.937052726745605,15.879828453063965,3786343.0,13.73019027709961,16.284215354919432,Down,,15.786837577819824,15.314735412597656,0.5
2005-04-01,16.11587905883789,15.765378952026367,16.022890090942383,15.786837577819824,4717831.0,13.649789810180664,16.196470896402996,Down,,15.314735412597656,15.278969764709473,0.5
